index,acc_x,acc_y,acc_z
0,-0.152822356152,0.955064562347,0.0239521165005
1,-0.183130992107,0.898281140662,0.0511064535143
2,-0.152371330405,0.804702076286,0.0378156459711
3,-0.149902917722,0.738972381586,0.0221482714653
4,-0.167097536546,0.721709847597,0.0138020613929
5,-0.171435582459,0.718471996775,0.0168279821468
6,-0.14805331098,0.688936503028,0.0303697900717
7,-0.101851023141,0.648133422633,0.0280631549915
8,-0.0655165385992,0.621298494671,0.0265952935101
9,-0.0455186661785,0.613449110107,0.0382510396135
10,-0.0349036825432,0.621044453495,0.0563331877345
11,-0.0427054738703,0.632300371604,0.0689320900059
12,-0.0535549326393,0.640359827864,0.0773713333471
13,-0.0551209914101,0.646793643909,0.0838937822674
14,-0.0480539889749,0.650047046575,0.0882398366713
15,-0.0400365905135,0.643870269755,0.0921529710313
16,-0.0351980254796,0.634251245804,0.094390364147
17,-0.0325159761056,0.624136253414,0.0882301697023
18,-0.0316730263899,0.608953998848,0.0789768168014
19,-0.0280569019688,0.587670789375,0.06853015262
20,-0.0220215642008,0.570877486346,0.0590463770231
21,-0.0221402073932,0.554908930555,0.0484174910599
22,-0.0206505323177,0.534847770514,0.0396977086631
23,-0.0114024889327,0.51972384488,0.0319439797626
24,-0.000239695938099,0.50801521108,0.0238543003502
25,0.0093816423346,0.495173931054,0.0162366587946
26,0.0167617817148,0.484588023284,0.0123243506577
27,0.0260308631,0.480036944263,0.0112017418914
28,0.037840440092,0.479320601903,0.0132826411529
29,0.0524580663759,0.486153453824,0.0214601472037
30,0.069174074033,0.497099253604,0.031290914008
31,0.0870639286291,0.514075655567,0.0414597984205
32,0.103962740961,0.527891524985,0.0493567241254
33,0.112633177223,0.544392524928,0.0541364770857
34,0.113863889961,0.571003106708,0.0500264252085
35,0.10925373277,0.597868262293,0.0364701871374
36,0.103037542368,0.627118455035,0.0175920501775
37,0.0935797294826,0.658570822237,-0.00715689224588
38,0.077094342154,0.682538723646,-0.0185190704651
39,0.0692628715483,0.688246150864,-0.00343199482186
40,0.0878645270391,0.670522830484,0.0237784882838
41,0.123103825186,0.65054306536,0.0391862937538
42,0.158437034535,0.656184113363,0.0254033947097
43,0.176601672174,0.693539523694,0.000191448505015
44,0.174079908311,0.736888403332,-0.00659923308151
45,0.157000599281,0.776762539994,0.00396390892801
46,0.128507835714,0.810321026748,0.0112124194132
47,0.0971428104303,0.829791533253,0.0245541441406
48,0.0719492812588,0.82411160832,0.0433950195683
49,0.0429171970501,0.806287134751,0.0510062145805
50,0.00639888309924,0.782873953209,0.0568593180447
51,-0.0196683172579,0.752717104076,0.0541550533456
52,-0.0360777687112,0.73433568128,0.0538356273089
53,-0.0496773072328,0.736799859706,0.0559361686563
54,-0.0652320730018,0.758688753199,0.0388059092644
55,-0.0832489743653,0.78769877091,0.00823249177778
56,-0.106591753736,0.815977227012,-0.00902427625575
57,-0.117039493029,0.843368712625,-0.00194326655447
58,-0.110616783604,0.868599798774,0.0148408849421
59,-0.102144159233,0.876237600114,0.00855595539877
60,-0.0915689867073,0.861605959052,-0.0114123572133
61,-0.0810270028175,0.83323086381,-0.0188865863405
62,-0.0723844667842,0.796757810272,-0.0213454402088
63,-0.0618174135127,0.751518877348,-0.0246151498745
64,-0.0461353251148,0.705424860435,-0.036113804738
65,-0.0312274946824,0.663738336375,-0.0522149649047
66,-0.0195101289315,0.616671585064,-0.0618751251439
67,-0.00531053827656,0.57698556516,-0.0599986549724
68,0.00515182302335,0.541044193245,-0.0580708070599
69,0.0132891008231,0.514792337956,-0.0604820518293
70,0.0170134982391,0.496740466508,-0.0643203048778
71,0.0121399640696,0.483327335757,-0.0640519691822
72,0.00636807160023,0.470651474296,-0.0573844277571
73,-0.00276496040566,0.463319903092,-0.053703177073
74,-0.014336747649,0.456974709059,-0.0532241392654
75,-0.0215663321004,0.444653867281,-0.0551098354846
76,-0.0257986502786,0.43623974594,-0.0641658680193
77,-0.0223117839154,0.432489288965,-0.0779918675145
78,-0.0141203443544,0.426437981395,-0.087413415627
79,-0.00331871415385,0.415117530617,-0.0939236209092
80,0.00887667572166,0.404192119572,-0.0952718692041
81,0.0127448904786,0.397189064002,-0.0909426773131
82,0.0108416231178,0.403997076887,-0.0852170920196
83,0.0160514439902,0.438150069281,-0.0820252892342
84,0.0315992252581,0.500305204677,-0.0817976023379
85,0.0454763614834,0.573483874916,-0.0721523605989
86,0.0299524365154,0.632296990152,-0.0436118005614
87,-0.0106211937528,0.672883240964,-0.00507977997592
88,-0.0127852663545,0.718364588147,0.0104174513898
89,0.0288555097608,0.758969618807,-0.0257414168001
90,0.0855854814371,0.776184932364,-0.0831064939072
91,0.116369905246,0.779047001562,-0.106743619581
92,0.108461874119,0.786397985063,-0.0834466546092
93,0.0866962850754,0.80830873504,-0.0460737714915
94,0.0605304893644,0.817034625972,-0.0268675684578
95,0.060371573783,0.807410571874,-0.0389438747911
96,0.0697342039699,0.815290424851,-0.0508176441335
97,0.0200623438457,0.855768705956,-0.0488483121419
98,-0.0694113747625,0.924659556208,-0.0329433237269
99,-0.180159402578,0.968305832392,0.0292124191157
